id,name,brand,kind,status,physicalCount,functionSheetCount,functionTableCount,purposeRows,completeDeviceApproved,missing
m5stack-esp32-atoms3u-esp32s3-dev-kit,AtomS3U ESP32S3 Dev Kit,M5Stack,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-atomu-esp32,AtomU ESP32,M5Stack,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-core2-esp32-iot,Core2 ESP32 IoT,M5Stack,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-cores3,CoreS3,M5Stack,board,reference-only,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-cores3-esp32-iot,CoreS3 ESP32 IoT,M5Stack,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-cores3-se-esp32s3-iot,CoreS3 SE ESP32S3 IoT,M5Stack,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-dial-smart-rotary-knob-with-touch-screen,Dial - Smart Rotary Knob with Touch Screen,M5Stack,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-esp32-basic-core-iot,ESP32 Basic Core IoT,M5Stack,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-m5paper-esp32-dev-kit,M5Paper ESP32 Dev Kit,M5Stack,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-cardputer-m5stamps3-powered-mini-computer,M5Stack CardPuter - M5StampS3 powered mini computer,M5Stack,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-cardputer-m5stamps3-powered-mini-computer-microros,M5Stack CardPuter - M5StampS3 powered mini computer (MicroROS),M5Stack,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-din-meter-w-m5stamps3,M5Stack Din Meter w/ M5StampS3,M5Stack,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-fire-iot,M5Stack FIRE IoT,M5Stack,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-tab5-iot-development-kit,M5Stack Tab5 IoT Development Kit,M5Stack,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-timer-camera-x,M5Stack Timer Camera X,M5Stack,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-m5stamp-c3,M5Stamp C3,M5Stack,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-m5stamp-s3,M5Stamp S3,M5Stack,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-m5stickc-esp32-pico-mini-iot,M5StickC ESP32-PICO Mini IoT,M5Stack,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-m5stickc-plus-esp32-pico-mini-iot,M5StickC PLUS ESP32-PICO Mini IoT,M5Stack,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-stamp-c6lora,Stamp C6LoRa,M5Stack,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-stamp-c3-mate,Stamp-C3 Mate,M5Stack,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-stamp-c3u,Stamp-C3U,M5Stack,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-stamp-c3u-mate,Stamp-C3U Mate,M5Stack,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-stamp-c5,Stamp-C5,M5Stack,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-stamp-c5-dip,Stamp-C5 DIP,M5Stack,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-stamp-p4,Stamp-P4,M5Stack,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-stamp-pico,Stamp-Pico,M5Stack,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-stamp-pico-diy-kit,Stamp-Pico DIY Kit,M5Stack,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-stamp-pico-mate,Stamp-Pico Mate,M5Stack,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-stamp-s3,Stamp-S3,M5Stack,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-stamp-s3-pin1-27,Stamp-S3 PIN1.27,M5Stack,board,pinout-source,2,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-stamp-s3-pin2-54,Stamp-S3 PIN2.54,M5Stack,board,pinout-source,2,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-stamp-s3a,Stamp-S3A,M5Stack,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-stamp-s3bat,Stamp-S3Bat,M5Stack,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
m5stack-esp32-stamp-s3bat-dip,Stamp-S3Bat DIP,M5Stack,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
maker-go-esp32-esp32c3-supermini,Maker Go ESP32C3 Supermini,Maker Go,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
maker-go-esp32-esp32c6-supermini,Maker Go ESP32C6 Supermini,Maker Go,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
makerfabs-esp32-matouch-esp32-s3-parallel-tft-with-touch-7,MaTouch ESP32-S3 Parallel TFT with Touch 7“,Makerfabs,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
makerm0-esp32-magiclick-s3,MagiClick S3,MakerM0,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
microdev-esp32-microc3,MicroDev microC3,MicroDev,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
microdev-esp32-micros2,MicroDev microS2,MicroDev,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
mixly-esp32-mixgo-ce-serial,MixGo CE Serial,Mixly,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
mixly-esp32-mixgo-ce-udisk,MixGo CE UDisk,Mixly,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
morpheans-esp32-morphesp-240,MorphESP 240,Morpheans,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
muselab-esp32-nanoesp32-s2-w-wroom,NanoESP32 S2 w/WROOM,Muselab,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
muselab-esp32-nanoesp32-s2-w-wrover,NanoESP32 S2 w/WROVER,Muselab,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
nhb-systems-esp32-jl401-s3-4mb-flash-2mb-psram,NHB Systems JL401-S3 4MB Flash 2MB PSRAM,NHB Systems,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
nodemcu-esp32-devkit-0-9,NodeMCU DevKit 0.9,NodeMCU,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
nodemcu-esp32-devkit-1-0,NodeMCU DevKit 1.0,NodeMCU,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
nodemcu-esp32-esp32-c2,NodeMCU ESP32-C2,NodeMCU,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
nologo-esp32-esp32-do,ESP32 Do,Nologo,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
nologo-esp32-esp32-c3-1-28tft,ESP32-C3 1.28TFT,Nologo,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
nologo-esp32-esp32-c3-supermini,ESP32-C3 SuperMini,Nologo,board,reference-only,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
nologo-esp32-esp32-c6-hxb,ESP32-C6 HXB,Nologo,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
nologo-esp32-esp32-c6-supermini,ESP32-C6 SuperMini,Nologo,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
nologo-esp32-esp32-h2-supermini,ESP32-H2 SuperMini,Nologo,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
nologo-esp32-esp32-h2hxb,ESP32-H2HXB,Nologo,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
nologo-esp32-esp32-s2-pico,ESP32-S2 Pico,Nologo,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
nologo-esp32-esp32-s3-0-85-ai,ESP32-S3 0.85小智AI,Nologo,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
nologo-esp32-esp32-s3-1-14-inch-tft,ESP32-S3 1.14-inch TFT,Nologo,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
nologo-esp32-esp32-s3-1-28-touch-lcd,ESP32-S3 1.28寸 Touch LCD,Nologo,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
nologo-esp32-esp32-s3-1-91-inch-tft,ESP32-S3 1.91-inch TFT,Nologo,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
nologo-esp32-esp32-s3-hxb,ESP32-S3 HXB,Nologo,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
nologo-esp32-esp32-s3-matrixbitv3-0,ESP32-S3 Matrixbitv3.0,Nologo,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
nologo-esp32-esp32-s3-pico,ESP32-S3 Pico,Nologo,board,pinout-source,2,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
nologo-esp32-esp32-s3-supermini,ESP32-S3 SuperMini,Nologo,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
nologo-esp32-esp32-s3-uno,ESP32-S3 UNO,Nologo,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
nologo-esp32-esp32-s3-xingzhi-ai,ESP32-S3 Xingzhi AI,Nologo,board,reference-only,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
nologo-esp32-esp32-s3-cube-2-0,ESP32-S3 星智CUBE 2.0,Nologo,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
oak-development-technologies-esp32-pixelwing-esp32-s2-rgb-matrix,PixelWing ESP32-S2 RGB Matrix,Oak Development Technologies,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
olimex-esp32-esp32-c5-devkit-lipo,ESP32-C5-DevKit-Lipo,Olimex,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
olimex-esp32-esp32-c5-evb,ESP32-C5-EVB,Olimex,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
olimex-esp32-mod-esp32-c5,MOD-ESP32-C5,Olimex,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
oxocard-esp32-artwork-card,Oxocard Artwork Card,Oxocard,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
oxocard-esp32-connect-card,Oxocard Connect Card,Oxocard,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
oxocard-esp32-galaxy-card,Oxocard Galaxy Card,Oxocard,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
oxocard-esp32-science-card,Oxocard Science Card,Oxocard,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pandabyte-esp32-xc5,xC5,PandaByte,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
pcbcupid-esp32-glyph-c5,GLYPH C5,PCBCupid,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pcbcupid-esp32-glyph-c3,Pcbcupid GLYPH C3,Pcbcupid,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pcbcupid-esp32-glyph-c6,Pcbcupid GLYPH C6,Pcbcupid,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pcbcupid-esp32-glyph-h2,Pcbcupid GLYPH H2,Pcbcupid,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
pcbcupid-esp32-glyph-s3,Pcbcupid GLYPH S3,Pcbcupid,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
prokyber-esp32-ai-on-the-edge-cam,AI-On-The-Edge-Cam,Prokyber,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
radomir-dopieralski-esp32-game-s3,µGame S3,Radomir Dopieralski,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
rakwireless-esp32-rak11200,RAK11200,RAKwireless,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-esp32-esp32-breakout-kit,ESP32 Breakout Kit,Seeed Studio,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-esp32-xiao-esp32-s3-trmnl-diy-kit,Seeed Studio XIAO ESP32-S3 TRMNL DIY Kit,Seeed Studio,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-esp32-xiao-esp32c3,XIAO ESP32C3,Seeed Studio,board,pinout-source,3,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-esp32-xiao-esp32c5,XIAO ESP32C5,Seeed Studio,board,pinout-source,2,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-esp32-xiao-esp32c6,XIAO ESP32C6,Seeed Studio,board,pinout-source,2,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-esp32-xiao-esp32s3,XIAO ESP32S3,Seeed Studio,board,pinout-source,2,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-esp32-xiao-esp32s3-wio-sx1262-kit,XIAO ESP32S3 & Wio-SX1262 Kit,Seeed Studio,board,pinout-source,2,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-esp32-xiao-esp32s3-wio-sx1262-kit-with-3d-printed-enclosure,XIAO ESP32S3 & Wio-SX1262 Kit with 3D Printed Enclosure,Seeed Studio,board,pinout-source,2,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-esp32-xiao-esp32s3-plus,XIAO ESP32S3 Plus,Seeed Studio,board,pinout-source,2,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
seeed-studio-esp32-xiao-esp32s3-sense,XIAO ESP32S3 Sense,Seeed Studio,board,pinout-source,3,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
sensebox-esp32-mcu-eye,senseBox MCU Eye,senseBox,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
sensebox-esp32-mcu-s2,senseBox MCU-S2,senseBox,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
sensebox-esp32-sensebox-eye-with-esp32s3,senseBox-eye with ESP32S3,senseBox,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
smart-bee-designs-esp32-bee-data-logger,Bee Data Logger,Smart Bee Designs,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
smart-bee-designs-esp32-bee-motion-s3,Bee Motion S3,Smart Bee Designs,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
smart-bee-designs-esp32-bee-s3,Bee S3,Smart Bee Designs,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
solder-party-esp32-esp32-p4-stamp-xl,ESP32-P4 Stamp XL,Solder Party,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
soldered-esp32-nula-dual-esp32-c5,NULA Dual ESP32-C5,Soldered,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
sparkfun-esp32-esp8266-thing,ESP8266 Thing,SparkFun,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
sparkfun-esp32-esp8266-thing-dev,ESP8266 Thing Dev,SparkFun,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
sparkfun-esp32-thing-plus-esp32-c5,Thing Plus ESP32-C5,SparkFun,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
spotpear-esp32-esp32c3-lcd-1-44,Spotpear ESP32C3 LCD 1.44,Spotpear,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
spotpear-esp32-esp32c3-lcd-1-69-touchscreen,Spotpear ESP32C3 LCD 1.69 Touchscreen,Spotpear,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
squarofumi-esp32-watchy,Watchy,Squarofumi,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
sunton-esp32-esp32-2424s012,Sunton ESP32-2424S012,Sunton,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
sunton-esp32-esp32-2432s024c,Sunton ESP32-2432S024C,Sunton,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
sunton-esp32-esp32-2432s028,Sunton ESP32-2432S028,Sunton,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
sunton-esp32-esp32-2432s032c,Sunton ESP32-2432S032C,Sunton,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
sunton-esp32-esp32-8048s050,Sunton ESP32-8048S050,Sunton,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
sunton-esp32-esp32-8048s070,Sunton ESP32-8048S070,Sunton,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
targett-esp32-esp32-s2-module-clip-wroom,Targett ESP32-S2 Module Clip (WROOM),Targett,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
targett-esp32-esp32-s2-module-clip-wrover,Targett ESP32-S2 Module Clip (WROVER),Targett,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
thingpulse-esp32-pendrive-s3,ThingPulse Pendrive S3,ThingPulse,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
turkish-technology-team-foundation-esp32-deneyap-kart,Deneyap Kart,Turkish Technology Team Foundation,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
turkish-technology-team-foundation-esp32-deneyap-kart-1a,Deneyap Kart 1A,Turkish Technology Team Foundation,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
turkish-technology-team-foundation-esp32-deneyap-kart-1a-v2,Deneyap Kart 1A v2,Turkish Technology Team Foundation,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
turkish-technology-team-foundation-esp32-deneyap-kart-g,Deneyap Kart G,Turkish Technology Team Foundation,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
turkish-technology-team-foundation-esp32-deneyap-mini,Deneyap Mini,Turkish Technology Team Foundation,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
turkish-technology-team-foundation-esp32-deneyap-mini-v2,Deneyap Mini v2,Turkish Technology Team Foundation,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-edges3d,EdgeS3D,Unexpected Maker,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-feathers3,FeatherS3,Unexpected Maker,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-feathers3-ufl,FeatherS3 uFL,Unexpected Maker,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-feathers3d,FeatherS3D,Unexpected Maker,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-feathers3neo,FeatherS3Neo,Unexpected Maker,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-nanos3,NanoS3,Unexpected Maker,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-omgs3,OMGS3,Unexpected Maker,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-pros3,ProS3,Unexpected Maker,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-pros3-ufl,ProS3 uFL,Unexpected Maker,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-pros3d,ProS3D,Unexpected Maker,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-tinys3,TinyS3,Unexpected Maker,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-tinys3-ufl,TinyS3 uFL,Unexpected Maker,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-tinys3d,TinyS3D,Unexpected Maker,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-bling,Unexpected Maker Bling,Unexpected Maker,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-blizzard-s3,Unexpected Maker Blizzard S3,Unexpected Maker,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-edges3-d,Unexpected Maker EdgeS3[D],Unexpected Maker,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-feathers2,Unexpected Maker FeatherS2,Unexpected Maker,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-feathers2-neo,Unexpected Maker FeatherS2 Neo,Unexpected Maker,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-feathers2-prerelease,Unexpected Maker FeatherS2 Prerelease,Unexpected Maker,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-feathers3-neo,Unexpected Maker FeatherS3 Neo,Unexpected Maker,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-rgbtouch-mini,Unexpected Maker RGBTouch Mini,Unexpected Maker,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-tinyc6,Unexpected Maker TinyC6,Unexpected Maker,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-tinypico,Unexpected Maker TinyPICO,Unexpected Maker,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-tinypico-nano,Unexpected Maker TinyPICO NANO,Unexpected Maker,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-tinys2,Unexpected Maker TinyS2,Unexpected Maker,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
unexpected-maker-esp32-tinywatch-s3,Unexpected Maker TinyWATCH S3,Unexpected Maker,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
unknown-esp32-artisense-reference-design-rd00,Artisense Reference Design RD00,Unknown,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
vcc-gnd-studio-esp32-yd-esp32-s3,YD-ESP32-S3,VCC-GND Studio,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
vcc-gnd-studio-esp32-yd-esp32-s3-n16r8,YD-ESP32-S3 N16R8,VCC-GND Studio,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
vcc-gnd-studio-esp32-yd-esp32-s3-n8r8,YD-ESP32-S3 N8R8,VCC-GND Studio,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
vidi-esp32-x-v1-1,VIDI X V1.1,VIDI,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
waveshare-esp32-e-paper-esp32-driver-board,E-Paper ESP32 Driver Board,Waveshare,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
waveshare-esp32-e-paper-esp8266-driver-board,E-Paper ESP8266 Driver Board,Waveshare,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
waveshare-esp32-esp32-one,ESP32 One,Waveshare,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
waveshare-esp32-esp32-c3-lcd-0-71,ESP32-C3-LCD-0.71,Waveshare,board,pinout-source,2,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
waveshare-esp32-esp32-c3-lcd-1-47,ESP32-C3-LCD-1.47,Waveshare,board,pinout-source,2,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
waveshare-esp32-esp32-c3-zero,ESP32-C3-Zero,Waveshare,board,pinout-source,3,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
waveshare-esp32-esp32-c5-lcd-1-47,ESP32-C5-LCD-1.47,Waveshare,board,pinout-source,1,0,0,0,False,Independent all-connector completeness review; Revision match and electrical limits
waveshare-esp32-esp32-c5-lcd-2-73,ESP32-C5-LCD-2.73,Waveshare,board,missing,0,0,0,0,False,Physical connector map; Independent all-connector completeness review; Revision match and electrical limits
