id,brand,name,status,specification_urls,source_urls
nologo-esp32-esp32-h2hxb,Nologo,ESP32-H2HXB,Source documentation available; dedicated specs not verified,,https://www.nologo.tech/product/esp32/esp32h2/esp32h2hxb/
nologo-esp32-esp32-s2-pico,Nologo,ESP32-S2 Pico,Source documentation available; dedicated specs not verified,,https://www.nologo.tech/product/esp32/esp32s2/esp32s2pico/esp32S2Pico.html | https://www.nologo.tech/product/esp32/esp32s2/esp32s2pico/
nologo-esp32-esp32-s3-0-85-ai,Nologo,ESP32-S3 0.85小智AI,Source documentation available; dedicated specs not verified,,https://www.nologo.tech/product/esp32/esp32s3/esp32s3xiazohi_0.85/
nologo-esp32-esp32-s3-1-14-inch-tft,Nologo,ESP32-S3 1.14-inch TFT,Source documentation available; dedicated specs not verified,,https://www.nologo.tech/product/esp32/esp32s3/esp32S31.14TFT/esp32S31.14TFT.html | https://www.nologo.tech/product/esp32/esp32s3/esp32S31.14TFT/
nologo-esp32-esp32-s3-1-28-touch-lcd,Nologo,ESP32-S3 1.28寸 Touch LCD,Source documentation available; dedicated specs not verified,,https://www.nologo.tech/product/esp32/esp32s3/esp32S31.28TouchLCD/
nologo-esp32-esp32-s3-1-91-inch-tft,Nologo,ESP32-S3 1.91-inch TFT,Source documentation available; dedicated specs not verified,,https://www.nologo.tech/product/esp32/esp32s3/esp32s31.91TFT/
nologo-esp32-esp32-s3-hxb,Nologo,ESP32-S3 HXB,Source documentation available; dedicated specs not verified,,https://www.nologo.tech/product/esp32/esp32s3/esp32s3hxb/
nologo-esp32-esp32-s3-matrixbitv3-0,Nologo,ESP32-S3 Matrixbitv3.0,Source documentation available; dedicated specs not verified,,https://www.nologo.tech/product/esp32/esp32s3/esp32s3matrixbitv3.0/
nologo-esp32-esp32-s3-pico,Nologo,ESP32-S3 Pico,Source documentation available; dedicated specs not verified,,https://www.nologo.tech/product/esp32/esp32s3/esp32s3Pico/esp32s3pico_arduino/esp32s3pico_arduino_7.html | https://www.nologo.tech/product/esp32/esp32s3/esp32s3Pico/
nologo-esp32-esp32-s3-supermini,Nologo,ESP32-S3 SuperMini,Source documentation available; dedicated specs not verified,,https://www.nologo.tech/product/esp32/esp32s3/esp32s3supermini/esp32S3SuperMini.html | https://www.nologo.tech/product/esp32/esp32s3/esp32s3supermini/
nologo-esp32-esp32-s3-uno,Nologo,ESP32-S3 UNO,Source documentation available; dedicated specs not verified,,https://www.nologo.tech/product/esp32/esp32s3/esp32s3uno/
nologo-esp32-esp32-s3-xingzhi-ai,Nologo,ESP32-S3 Xingzhi AI,Source documentation available; dedicated specs not verified,,https://www.nologo.tech/product/esp32/esp32s3/esp32s3ai/esp32s3ai.html | https://www.nologo.tech/product/esp32/esp32s3/esp32s3ai/
nologo-esp32-esp32-s3-cube-2-0,Nologo,ESP32-S3 星智CUBE 2.0,Source documentation available; dedicated specs not verified,,https://www.nologo.tech/product/esp32/esp32s3/esp32s3xingzhicube2.0/
oak-development-technologies-esp32-pixelwing-esp32-s2-rgb-matrix,Oak Development Technologies,PixelWing ESP32-S2 RGB Matrix,Source documentation available; dedicated specs not verified,,https://www.tindie.com/products/oakdevtech/pixelwing-esp32-s2-rgb-matrix/ | https://circuitpython.org/board/odt_pixelwing_esp32_s2/
olimex-esp32-esp32-c5-devkit-lipo,Olimex,ESP32-C5-DevKit-Lipo,Source documentation available; dedicated specs not verified,,https://www.olimex.com/Products/IoT/ESP32-C5/ESP32-C5-DevKit-Lipo/open-source-hardware
olimex-esp32-esp32-c5-evb,Olimex,ESP32-C5-EVB,Source documentation available; dedicated specs not verified,,https://www.olimex.com/Products/IoT/ESP32-C5/ESP32-C5-EVB/open-source-hardware
olimex-esp32-mod-esp32-c5,Olimex,MOD-ESP32-C5,Source documentation available; dedicated specs not verified,,https://www.olimex.com/Products/IoT/ESP32-C5/MOD-ESP32-C5/open-source-hardware
oxocard-esp32-artwork-card,Oxocard,Oxocard Artwork Card,Source documentation available; dedicated specs not verified,,https://oxocard.ch/en/artwork/ | https://circuitpython.org/board/oxocard_artwork/
oxocard-esp32-connect-card,Oxocard,Oxocard Connect Card,Source documentation available; dedicated specs not verified,,https://oxocard.ch/en/connect/ | https://circuitpython.org/board/oxocard_connect/
oxocard-esp32-galaxy-card,Oxocard,Oxocard Galaxy Card,Source documentation available; dedicated specs not verified,,https://oxocard.ch/en/galaxy/ | https://circuitpython.org/board/oxocard_galaxy/
oxocard-esp32-science-card,Oxocard,Oxocard Science Card,Source documentation available; dedicated specs not verified,,https://oxocard.ch/en/science/ | https://circuitpython.org/board/oxocard_science/
pandabyte-esp32-xc5,PandaByte,xC5,Source documentation available; dedicated specs not verified,,https://www.pandabyte.in/product-page/pandabyte-xc5-esp32c5-microcontroller-board-arduino-compatible
pcbcupid-esp32-glyph-c5,PCBCupid,GLYPH C5,Source documentation available; dedicated specs not verified,,https://github.com/espressif/arduino-esp32/blob/master/boards.txt
pcbcupid-esp32-glyph-c3,Pcbcupid,Pcbcupid GLYPH C3,Source documentation available; dedicated specs not verified,,https://shop.pcbcupid.com/product/gd001 | https://circuitpython.org/board/pcbcupid_glyph_c3/
pcbcupid-esp32-glyph-c6,Pcbcupid,Pcbcupid GLYPH C6,Source documentation available; dedicated specs not verified,,https://shop.pcbcupid.com/product/gd002 | https://circuitpython.org/board/pcbcupid_glyph_c6/
pcbcupid-esp32-glyph-h2,Pcbcupid,Pcbcupid GLYPH H2,Source documentation available; dedicated specs not verified,,https://shop.pcbcupid.com/product/gd003 | https://circuitpython.org/board/pcbcupid_glyph_h2/
pcbcupid-esp32-glyph-s3,Pcbcupid,Pcbcupid GLYPH S3,Source documentation available; dedicated specs not verified,,https://shop.pcbcupid.com/product/gd004 | https://circuitpython.org/board/pcbcupid_glyph_s3/
prokyber-esp32-ai-on-the-edge-cam,Prokyber,AI-On-The-Edge-Cam,Source documentation available; dedicated specs not verified,,https://circuitpython.org/board/prokyber_ai_on_the_edge_cam/
radomir-dopieralski-esp32-game-s3,Radomir Dopieralski,µGame S3,Source documentation available; dedicated specs not verified,,https://deshipu.art/projects/project-178061/ | https://circuitpython.org/board/deshipu_ugame_s3/
rakwireless-esp32-rak11200,RAKwireless,RAK11200,Source documentation available; dedicated specs not verified,,https://docs.rakwireless.com/product-categories/wisblock/rak11200/datasheet/
seeed-studio-esp32-esp32-breakout-kit,Seeed Studio,ESP32 Breakout Kit,Source documentation available; dedicated specs not verified,,https://wiki.seeedstudio.com/ESP32_Breakout_Kit/
seeed-studio-esp32-xiao-esp32-s3-trmnl-diy-kit,Seeed Studio,Seeed Studio XIAO ESP32-S3 TRMNL DIY Kit,Source documentation available; dedicated specs not verified,,https://www.seeedstudio.com/TRMNL-7-5-Inch-OG-DIY-Kit-p-6481.html | https://circuitpython.org/board/seeed_xiao_esp32_s3_trmnl_diy_kit/
seeed-studio-esp32-xiao-esp32c3,Seeed Studio,XIAO ESP32C3,Source documentation available; dedicated specs not verified,,https://wiki.seeedstudio.com/XIAO_ESP32C3_Getting_Started/ | https://wiki.seeedstudio.com/xiao_esp32c3_with_circuitpython/ | https://www.seeedstudio.com/Seeed-XIAO-ESP32C3-p-5431.html | https://circuitpython.org/board/seeed_xiao_esp32c3/
seeed-studio-esp32-xiao-esp32c5,Seeed Studio,XIAO ESP32C5,Source documentation available; dedicated specs not verified,,https://wiki.seeedstudio.com/xiao_esp32c5_getting_started/
seeed-studio-esp32-xiao-esp32c6,Seeed Studio,XIAO ESP32C6,Source documentation available; dedicated specs not verified,,https://wiki.seeedstudio.com/xiao_esp32c6_getting_started/ | https://www.seeedstudio.com/Seeed-Studio-XIAO-ESP32C6-p-5884.html | https://circuitpython.org/board/seeed_xiao_esp32c6/
seeed-studio-esp32-xiao-esp32s3,Seeed Studio,XIAO ESP32S3,Source documentation available; dedicated specs not verified,,https://wiki.seeedstudio.com/xiao_esp32s3_getting_started/ | https://www.seeedstudio.com/XIAO-ESP32S3-p-5627.html | https://circuitpython.org/board/seeed_xiao_esp32s3/
seeed-studio-esp32-xiao-esp32s3-wio-sx1262-kit,Seeed Studio,XIAO ESP32S3 & Wio-SX1262 Kit,Source documentation available; dedicated specs not verified,,https://wiki.seeedstudio.com/wio_sx1262_with_xiao_esp32s3_kit/
seeed-studio-esp32-xiao-esp32s3-wio-sx1262-kit-with-3d-printed-enclosure,Seeed Studio,XIAO ESP32S3 & Wio-SX1262 Kit with 3D Printed Enclosure,Source documentation available; dedicated specs not verified,,https://wiki.seeedstudio.com/wio_sx1262_and_xiao_esp32s3_kit_with_3dprinted_enclosure_introduction_and_assembly_guide/
seeed-studio-esp32-xiao-esp32s3-plus,Seeed Studio,XIAO ESP32S3 Plus,Source documentation available; dedicated specs not verified,,https://wiki.seeedstudio.com/xiao_esp32s3_getting_started/
seeed-studio-esp32-xiao-esp32s3-sense,Seeed Studio,XIAO ESP32S3 Sense,Source documentation available; dedicated specs not verified,,https://wiki.seeedstudio.com/xiao_esp32s3_getting_started/ | https://wiki.seeedstudio.com/xiao-esp32s3-freertos/ | https://www.seeedstudio.com/XIAO-ESP32S3-Sense-p-5639.html | https://circuitpython.org/board/seeed_xiao_esp32_s3_sense/
sensebox-esp32-mcu-eye,senseBox,senseBox MCU Eye,Source documentation available; dedicated specs not verified,,https://sensebox.de/en/products-eye | https://circuitpython.org/board/sensebox_mcu_eye_esp32s3/
sensebox-esp32-mcu-s2,senseBox,senseBox MCU-S2,Source documentation available; dedicated specs not verified,,https://sensebox.de/de/products-boards | https://circuitpython.org/board/sensebox_mcu_esp32s2/
sensebox-esp32-sensebox-eye-with-esp32s3,senseBox,senseBox-eye with ESP32S3,Source documentation available; dedicated specs not verified,,https://sensebox.de/ | https://circuitpython.org/board/sensebox_eye_esp32s3/
smart-bee-designs-esp32-bee-data-logger,Smart Bee Designs,Bee Data Logger,Source documentation available; dedicated specs not verified,,https://github.com/strid3r21/Bee-Data-Logger | https://circuitpython.org/board/smartbeedesigns_bee_data_logger/
smart-bee-designs-esp32-bee-motion-s3,Smart Bee Designs,Bee Motion S3,Source documentation available; dedicated specs not verified,,http://github.com/strid3r21/BeeMotionS3/ | https://circuitpython.org/board/smartbeedesigns_bee_motion_s3/
smart-bee-designs-esp32-bee-s3,Smart Bee Designs,Bee S3,Source documentation available; dedicated specs not verified,,http://github.com/strid3r21/BeeS3/ | https://circuitpython.org/board/smartbeedesigns_bee_s3/
solder-party-esp32-esp32-p4-stamp-xl,Solder Party,ESP32-P4 Stamp XL,Source documentation available; dedicated specs not verified,,https://circuitpython.org/board/solderparty_esp32p4_stamp_xl/
soldered-esp32-nula-dual-esp32-c5,Soldered,NULA Dual ESP32-C5,Source documentation available; dedicated specs not verified,,https://github.com/espressif/arduino-esp32/pull/12602
sparkfun-esp32-esp8266-thing,SparkFun,ESP8266 Thing,Source documentation available; dedicated specs not verified,,https://www.sparkfun.com/products/13231
sparkfun-esp32-esp8266-thing-dev,SparkFun,ESP8266 Thing Dev,Source documentation available; dedicated specs not verified,,https://www.sparkfun.com/products/13711
sparkfun-esp32-thing-plus-esp32-c5,SparkFun,Thing Plus ESP32-C5,Source documentation available; dedicated specs not verified,https://docs.sparkfun.com/SparkFun_Thing_Plus_ESP32-C5/hardware/hardware_overview,https://docs.sparkfun.com/SparkFun_Thing_Plus_ESP32-C5/hardware/hardware_overview | https://github.com/sparkfun/SparkFun_Thing_Plus_ESP32-C5/tree/54d6828b4ddf66997be65d3cfeeec9deda37174d
spotpear-esp32-esp32c3-lcd-1-44,Spotpear,Spotpear ESP32C3 LCD 1.44,Source documentation available; dedicated specs not verified,,https://circuitpython.org/board/spotpear_esp32c3_lcd_1_44/
spotpear-esp32-esp32c3-lcd-1-69-touchscreen,Spotpear,Spotpear ESP32C3 LCD 1.69 Touchscreen,Source documentation available; dedicated specs not verified,,https://circuitpython.org/board/spotpear_esp32c3_lcd_1_69/
squarofumi-esp32-watchy,Squarofumi,Watchy,Source documentation available; dedicated specs not verified,,https://watchy.sqfmi.com/ | https://circuitpython.org/board/sqfmi_watchy/
sunton-esp32-esp32-2424s012,Sunton,Sunton ESP32-2424S012,Source documentation available; dedicated specs not verified,,https://circuitpython.org/board/sunton_esp32_2424S012/
sunton-esp32-esp32-2432s024c,Sunton,Sunton ESP32-2432S024C,Source documentation available; dedicated specs not verified,,https://circuitpython.org/board/sunton_esp32_2432S024C/
sunton-esp32-esp32-2432s028,Sunton,Sunton ESP32-2432S028,Source documentation available; dedicated specs not verified,,https://circuitpython.org/board/sunton_esp32_2432S028/
sunton-esp32-esp32-2432s032c,Sunton,Sunton ESP32-2432S032C,Source documentation available; dedicated specs not verified,,https://circuitpython.org/board/sunton_esp32_2432S032C/
sunton-esp32-esp32-8048s050,Sunton,Sunton ESP32-8048S050,Source documentation available; dedicated specs not verified,,https://circuitpython.org/board/sunton_esp32_8048S050/
sunton-esp32-esp32-8048s070,Sunton,Sunton ESP32-8048S070,Source documentation available; dedicated specs not verified,,https://circuitpython.org/board/sunton_esp32_8048S070/
targett-esp32-esp32-s2-module-clip-wroom,Targett,Targett ESP32-S2 Module Clip (WROOM),Source documentation available; dedicated specs not verified,,https://www.targettpcb.co.uk/s2-mcb-1 | https://circuitpython.org/board/targett_module_clip_wroom/
targett-esp32-esp32-s2-module-clip-wrover,Targett,Targett ESP32-S2 Module Clip (WROVER),Source documentation available; dedicated specs not verified,,https://www.targettpcb.co.uk/s2-mcb-1 | https://circuitpython.org/board/targett_module_clip_wrover/
thingpulse-esp32-pendrive-s3,ThingPulse,ThingPulse Pendrive S3,Source documentation available; dedicated specs not verified,,https://circuitpython.org/board/thingpulse_pendrive_s3/
turkish-technology-team-foundation-esp32-deneyap-kart,Turkish Technology Team Foundation,Deneyap Kart,Source documentation available; dedicated specs not verified,,https://docs.deneyapkart.org/tr/content/contentDetail/deneyap-kart | https://circuitpython.org/board/deneyap_kart/
turkish-technology-team-foundation-esp32-deneyap-kart-1a,Turkish Technology Team Foundation,Deneyap Kart 1A,Source documentation available; dedicated specs not verified,,https://docs.deneyapkart.org/tr/content/contentDetail/deneyap-kart-1a | https://circuitpython.org/board/deneyap_kart_1a/
turkish-technology-team-foundation-esp32-deneyap-kart-1a-v2,Turkish Technology Team Foundation,Deneyap Kart 1A v2,Source documentation available; dedicated specs not verified,,https://docs.deneyapkart.org/tr/content/contentDetail/deneyap-kart-1a-v2 | https://circuitpython.org/board/deneyap_kart_1a_v2/
turkish-technology-team-foundation-esp32-deneyap-kart-g,Turkish Technology Team Foundation,Deneyap Kart G,Source documentation available; dedicated specs not verified,,https://docs.deneyapkart.org/tr/content/contentDetail/deneyap-kart-g | https://circuitpython.org/board/deneyap_kart_g/
turkish-technology-team-foundation-esp32-deneyap-mini,Turkish Technology Team Foundation,Deneyap Mini,Source documentation available; dedicated specs not verified,,https://docs.deneyapkart.org/tr/content/contentDetail/deneyap-mini | https://circuitpython.org/board/deneyap_mini/
turkish-technology-team-foundation-esp32-deneyap-mini-v2,Turkish Technology Team Foundation,Deneyap Mini v2,Source documentation available; dedicated specs not verified,,https://docs.deneyapkart.org/tr/content/contentDetail/deneyap-mini-v2 | https://circuitpython.org/board/deneyap_mini_v2/
unexpected-maker-esp32-edges3d,Unexpected Maker,EdgeS3D,Source documentation available; dedicated specs not verified,,https://github.com/UnexpectedMaker/esp32s3/blob/aa22c4a3a56539befe914a3b05787dc608d17b3a/series_d/pinout_cards/edges3d_pinout.jpg
unexpected-maker-esp32-feathers3,Unexpected Maker,FeatherS3,Source documentation available; dedicated specs not verified,,https://github.com/UnexpectedMaker/esp32s3/blob/aa22c4a3a56539befe914a3b05787dc608d17b3a/Pinout%20Cards/FeatherS3_Pin_Reference.png | https://unexpectedmaker.com/shop/feathers3 | https://www.adafruit.com/product/5399 | https://www.adafruit.com/product/5748 | https://circuitpython.org/board/unexpectedmaker_feathers3/
unexpected-maker-esp32-feathers3-ufl,Unexpected Maker,FeatherS3 uFL,Source documentation available; dedicated specs not verified,,https://github.com/UnexpectedMaker/esp32s3/blob/aa22c4a3a56539befe914a3b05787dc608d17b3a/Pinout%20Cards/FeatherS3_uFL_Pin_Reference.png
unexpected-maker-esp32-feathers3d,Unexpected Maker,FeatherS3D,Source documentation available; dedicated specs not verified,,https://github.com/UnexpectedMaker/esp32s3/blob/aa22c4a3a56539befe914a3b05787dc608d17b3a/series_d/pinout_cards/feathers3d_pinout.jpg
unexpected-maker-esp32-feathers3neo,Unexpected Maker,FeatherS3Neo,Source documentation available; dedicated specs not verified,,https://github.com/UnexpectedMaker/esp32s3/blob/aa22c4a3a56539befe914a3b05787dc608d17b3a/Pinout%20Cards/FeatherS3Neo_Pin_Reference.png
unexpected-maker-esp32-nanos3,Unexpected Maker,NanoS3,Source documentation available; dedicated specs not verified,,https://github.com/UnexpectedMaker/esp32s3/blob/aa22c4a3a56539befe914a3b05787dc608d17b3a/Pinout%20Cards/NanoS3_Pin_Reference.png | https://unexpectedmaker.com/shop/nanos3 | https://circuitpython.org/board/unexpectedmaker_nanos3/
unexpected-maker-esp32-omgs3,Unexpected Maker,OMGS3,Source documentation available; dedicated specs not verified,,https://github.com/UnexpectedMaker/esp32s3/blob/aa22c4a3a56539befe914a3b05787dc608d17b3a/Pinout%20Cards/OMGS3_Pin_Reference.png | https://unexpectedmaker.com/shop.html#!/OMGS3/p/687192227 | https://circuitpython.org/board/unexpectedmaker_omgs3/
unexpected-maker-esp32-pros3,Unexpected Maker,ProS3,Source documentation available; dedicated specs not verified,,https://github.com/UnexpectedMaker/esp32s3/blob/aa22c4a3a56539befe914a3b05787dc608d17b3a/Pinout%20Cards/ProS3_Pin_Reference.png | https://unexpectedmaker.com/shop/pros3 | https://www.adafruit.com/product/5401 | https://www.adafruit.com/product/5749 | https://circuitpython.org/board/unexpectedmaker_pros3/
unexpected-maker-esp32-pros3-ufl,Unexpected Maker,ProS3 uFL,Source documentation available; dedicated specs not verified,,https://github.com/UnexpectedMaker/esp32s3/blob/aa22c4a3a56539befe914a3b05787dc608d17b3a/Pinout%20Cards/ProS3_uFL_Pin_Reference.png
unexpected-maker-esp32-pros3d,Unexpected Maker,ProS3D,Source documentation available; dedicated specs not verified,,https://github.com/UnexpectedMaker/esp32s3/blob/aa22c4a3a56539befe914a3b05787dc608d17b3a/series_d/pinout_cards/pros3d_pinout.jpg
unexpected-maker-esp32-tinys3,Unexpected Maker,TinyS3,Source documentation available; dedicated specs not verified,,https://github.com/UnexpectedMaker/esp32s3/blob/aa22c4a3a56539befe914a3b05787dc608d17b3a/Pinout%20Cards/TinyS3_Pin_Reference.png | https://unexpectedmaker.com/shop/tinys3 | https://www.adafruit.com/product/5398 | https://www.adafruit.com/product/5747 | https://circuitpython.org/board/unexpectedmaker_tinys3/
unexpected-maker-esp32-tinys3-ufl,Unexpected Maker,TinyS3 uFL,Source documentation available; dedicated specs not verified,,https://github.com/UnexpectedMaker/esp32s3/blob/aa22c4a3a56539befe914a3b05787dc608d17b3a/Pinout%20Cards/TinyS3_uFL_Pin_Reference.png
unexpected-maker-esp32-tinys3d,Unexpected Maker,TinyS3D,Source documentation available; dedicated specs not verified,,https://github.com/UnexpectedMaker/esp32s3/blob/aa22c4a3a56539befe914a3b05787dc608d17b3a/series_d/pinout_cards/tinys3d_pinout.jpg
unexpected-maker-esp32-bling,Unexpected Maker,Unexpected Maker Bling,Source documentation available; dedicated specs not verified,,https://unexpectedmaker.com/shop/bling | https://circuitpython.org/board/unexpectedmaker_bling/
unexpected-maker-esp32-blizzard-s3,Unexpected Maker,Unexpected Maker Blizzard S3,Source documentation available; dedicated specs not verified,,https://unexpectedmaker.com/shop.html | https://circuitpython.org/board/unexpectedmaker_blizzard_s3/
unexpected-maker-esp32-edges3-d,Unexpected Maker,Unexpected Maker EdgeS3[D],Source documentation available; dedicated specs not verified,,https://unexpectedmaker.com/shop.html#!/EdgeS3-D | https://circuitpython.org/board/unexpectedmaker_edges3d/
unexpected-maker-esp32-feathers2,Unexpected Maker,Unexpected Maker FeatherS2,Source documentation available; dedicated specs not verified,,https://unexpectedmaker.com/shop/feathers2 | https://www.adafruit.com/product/4769 | https://circuitpython.org/board/unexpectedmaker_feathers2/
unexpected-maker-esp32-feathers2-neo,Unexpected Maker,Unexpected Maker FeatherS2 Neo,Source documentation available; dedicated specs not verified,,https://www.adafruit.com/product/5629 | https://unexpectedmaker.com/shop/feathers2neo | https://circuitpython.org/board/unexpectedmaker_feathers2_neo/
unexpected-maker-esp32-feathers2-prerelease,Unexpected Maker,Unexpected Maker FeatherS2 Prerelease,Source documentation available; dedicated specs not verified,,https://unexpectedmaker.com/shop/feathers2-esp32-s2 | https://www.adafruit.com/product/4769 | https://circuitpython.org/board/unexpectedmaker_feathers2_prerelease/
unexpected-maker-esp32-feathers3-neo,Unexpected Maker,Unexpected Maker FeatherS3 Neo,Source documentation available; dedicated specs not verified,,https://unexpectedmaker.com/shop/feathers3neo | https://circuitpython.org/board/unexpectedmaker_feathers3_neo/
unexpected-maker-esp32-rgbtouch-mini,Unexpected Maker,Unexpected Maker RGBTouch Mini,Source documentation available; dedicated specs not verified,,https://unexpectedmaker.com/shop.html#!/RGB-Touch-Mini/p/686203649 | https://circuitpython.org/board/unexpectedmaker_rgbtouch_mini/
unexpected-maker-esp32-tinyc6,Unexpected Maker,Unexpected Maker TinyC6,Source documentation available; dedicated specs not verified,,https://unexpectedmaker.com/shop/tinyc6 | https://circuitpython.org/board/unexpectedmaker_tinyc6/
unexpected-maker-esp32-tinypico,Unexpected Maker,Unexpected Maker TinyPICO,Source documentation available; dedicated specs not verified,,https://www.adafruit.com/product/5028 | https://unexpectedmaker.com/shop/tinypico-usbc | https://www.adafruit.com/product/5750 | https://circuitpython.org/board/unexpectedmaker_tinypico/
unexpected-maker-esp32-tinypico-nano,Unexpected Maker,Unexpected Maker TinyPICO NANO,Source documentation available; dedicated specs not verified,,https://unexpectedmaker.com/shop/tinypiconano | https://circuitpython.org/board/unexpectedmaker_tinypico_nano/
unexpected-maker-esp32-tinys2,Unexpected Maker,Unexpected Maker TinyS2,Source documentation available; dedicated specs not verified,,https://unexpectedmaker.com/shop/tinys2 | https://www.adafruit.com/product/5029 | https://circuitpython.org/board/unexpectedmaker_tinys2/
unexpected-maker-esp32-tinywatch-s3,Unexpected Maker,Unexpected Maker TinyWATCH S3,Source documentation available; dedicated specs not verified,,https://unexpectedmaker.com/shop/tinywatchs3 | https://circuitpython.org/board/unexpectedmaker_tinywatch_s3/
unknown-esp32-artisense-reference-design-rd00,Unknown,Artisense Reference Design RD00,Source documentation available; dedicated specs not verified,,https://circuitpython.org/board/artisense_rd00/
vcc-gnd-studio-esp32-yd-esp32-s3,VCC-GND Studio,YD-ESP32-S3,Source documentation available; dedicated specs not verified,,https://mischianti.org/vcc-gnd-studio-yd-esp32-s3-devkitc-1-clone-high-resolution-pinout-and-specs/ | https://github.com/vcc-gnd/YD-ESP32-S3/blob/b4ac4d60d1845a554bbbc7c97806ccb97cf08941/5-public-YD-ESP32-S3-Hardware%20info/S3-V1.2%20%2814%29.PNG
vcc-gnd-studio-esp32-yd-esp32-s3-n16r8,VCC-GND Studio,YD-ESP32-S3 N16R8,Source documentation available; dedicated specs not verified,,https://www.aliexpress.com/item/3256803838808294.html?skuId=12000028793982306 | https://circuitpython.org/board/yd_esp32_s3_n16r8/
vcc-gnd-studio-esp32-yd-esp32-s3-n8r8,VCC-GND Studio,YD-ESP32-S3 N8R8,Source documentation available; dedicated specs not verified,,https://www.aliexpress.com/item/3256803838808294.html?skuId=12000028793982305 | https://circuitpython.org/board/yd_esp32_s3_n8r8/
vidi-esp32-x-v1-1,VIDI,VIDI X V1.1,Source documentation available; dedicated specs not verified,,https://vidi-x.org/ | https://circuitpython.org/board/vidi_x/
waveshare-esp32-e-paper-esp32-driver-board,Waveshare,E-Paper ESP32 Driver Board,Source documentation available; dedicated specs not verified,,https://www.waveshare.com/wiki/E-Paper_ESP32_Driver_Board
waveshare-esp32-e-paper-esp8266-driver-board,Waveshare,E-Paper ESP8266 Driver Board,Source documentation available; dedicated specs not verified,,https://www.waveshare.com/wiki/E-Paper_ESP8266_Driver_Board
waveshare-esp32-esp32-one,Waveshare,ESP32 One,Source documentation available; dedicated specs not verified,,https://www.waveshare.com/wiki/ESP32_One | https://www.waveshare.com/esp32-one.htm
waveshare-esp32-esp32-c3-lcd-0-71,Waveshare,ESP32-C3-LCD-0.71,Source documentation available; dedicated specs not verified,,https://www.waveshare.com/esp32-c3-lcd-0.71.htm | https://www.waveshare.com/wiki/ESP32-C3-LCD-0.71 | https://docs.waveshare.com/ESP32-C3-LCD-0.71
waveshare-esp32-esp32-c3-lcd-1-47,Waveshare,ESP32-C3-LCD-1.47,Source documentation available; dedicated specs not verified,,https://www.waveshare.com/esp32-c3-lcd-1.47.htm | https://docs.waveshare.com/ESP32-C3-LCD-1.47
waveshare-esp32-esp32-c3-zero,Waveshare,ESP32-C3-Zero,Source documentation available; dedicated specs not verified,,https://www.waveshare.com/esp32-c3-zero.htm | https://docs.waveshare.com/ESP32-C3-Zero | https://docs.waveshare.com/ESP32-C3-Zero  | https://mischianti.org/waveshare-esp32-c3-zero-high-resolution-pinout-datasheet-and-specs/ | https://www.waveshare.com/wiki/ESP32-C3-Zero
waveshare-esp32-esp32-c5-lcd-1-47,Waveshare,ESP32-C5-LCD-1.47,Source documentation available; dedicated specs not verified,,https://www.waveshare.com/esp32-c5-lcd-1.47.htm | https://docs.waveshare.com/ESP32-C5-LCD-1.47
waveshare-esp32-esp32-c5-lcd-2-73,Waveshare,ESP32-C5-LCD-2.73,Source documentation available; dedicated specs not verified,,https://docs.waveshare.com/ESP32-C5-LCD-2.73 | https://www.waveshare.com/esp32-c5-lcd-2.73.htm
waveshare-esp32-esp32-c5-mini-kit,Waveshare,ESP32-C5-MINI-KIT,Source documentation available; dedicated specs not verified,,https://www.waveshare.com/esp32-c5-mini-kit.htm | https://docs.waveshare.com/ESP32-C5-MINI-KIT
waveshare-esp32-esp32-c5-pico,Waveshare,ESP32-C5-Pico,Source documentation available; dedicated specs not verified,,https://www.waveshare.com/esp32-c5-pico.htm | https://docs.waveshare.com/ESP32-C5-Pico
waveshare-esp32-esp32-c5-touch-lcd-1-69,Waveshare,ESP32-C5-Touch-LCD-1.69,Source documentation available; dedicated specs not verified,,https://www.waveshare.com/esp32-c5-touch-lcd-1.69.htm | https://docs.waveshare.com/ESP32-C5-Touch-LCD-1.69
waveshare-esp32-esp32-c5-touch-lcd-2-8,Waveshare,ESP32-C5-Touch-LCD-2.8,Source documentation available; dedicated specs not verified,,https://www.waveshare.com/esp32-c5-touch-lcd-2.8.htm | https://docs.waveshare.com/ESP32-C5-Touch-LCD-2.8
waveshare-esp32-esp32-c5-touch-lcd-3-5,Waveshare,ESP32-C5-Touch-LCD-3.5,Source documentation available; dedicated specs not verified,,https://docs.waveshare.com/ESP32-C5-Touch-LCD-3.5 | https://www.waveshare.com/esp32-c5-touch-lcd-3.5.htm
waveshare-esp32-esp32-c5-wifi6-kit,Waveshare,ESP32-C5-WIFI6-KIT,Source documentation available; dedicated specs not verified,,https://www.waveshare.com/esp32-c5-wifi6-kit-n16r4.htm | https://docs.waveshare.com/ESP32-C5-WIFI6-KIT | https://www.waveshare.com/wiki/ESP32-C5-WIFI6-KIT-N16R4 | https://www.waveshare.com/wiki/ESP32-C5-WIFI6-KIT-NXRX
waveshare-esp32-esp32-c5-zero,Waveshare,ESP32-C5-Zero,Source documentation available; dedicated specs not verified,,https://www.waveshare.com/esp32-c5-zero.htm | https://docs.waveshare.com/ESP32-C5-Zero
